N,P,K,temperature,humidity,ph,rainfall,label,yield
64.62334283669759,53.106095920400165,39.390966304405154,23.734692162781506,87.81584649786899,6.545120097080158,268.0476930383319,rice,15.494621426123743
92.14565733284623,46.71106529722239,35.7503203771527,26.881489748604423,80.26651577539441,6.888380683921051,210.75516549915594,rice,14.725166304082311
82.48973042643237,56.31892115020541,40.774181629298226,24.087543819250598,86.24158664178414,6.527267695394538,279.03740566462716,rice,16.237963453734853
75.41927822459337,59.04217219733629,43.88610897760803,27.977045761374946,89.92219697700432,6.1425422538210634,286.49262743405677,rice,17.09120444538948
72.26228696254233,35.91162985163024,37.684604195457624,29.33658840722662,85.7242378493266,6.0747636189844965,232.25599160058465,rice,14.21982105613338
92.41092684884732,47.73418105491403,40.32791329388057,25.85186408077123,88.09600310842396,6.282166201318376,281.5434684589945,rice,18.84889199136211
96.93333612915927,52.91906434225214,36.38165589696146,20.125887220216384,86.9918493456881,6.682986396328876,229.29392068472856,rice,14.802514030078163
97.80846981523581,58.00436872762183,39.67741474618933,23.960262959461474,83.99208256723841,6.7445593438361575,280.79906581344125,rice,18.973862661325107
86.19796749782088,48.75413635936454,40.91648723954107,22.958270817994457,87.40372581335583,6.364036092960345,205.8802168905129,rice,13.275587496269523
99.8998616822868,48.890016941258075,38.84272418617309,29.061554179925782,84.01387911975523,6.464742621503349,236.95642979155286,rice,16.227130669538287
78.06544132457944,47.2060092460335,39.988239212441115,28.64157118786304,89.26760386204403,6.866606180730912,295.8078231401736,rice,19.34237179285288
85.00944820169275,46.88868745945939,44.74565628198492,21.219501937585115,89.16086259160976,6.987437601276228,226.70831896943852,rice,13.205918852790738
87.43526483508873,54.13531325750479,39.93751180927563,20.130850656773443,83.9762963881651,6.8207347164353305,215.4575988551357,rice,14.39715597295807
84.96310368483492,50.05834830540523,43.86274422583619,24.199050865037087,89.49848640085654,6.0652403057546085,296.31726636329637,rice,18.20396332281338
97.07463440302595,44.44156144149451,36.80238093287933,29.15110312348705,87.17976473281765,6.525681700474414,294.3780641771077,rice,16.556364876897344
65.89557789165391,39.188257014302536,39.441893249574896,29.639764789115738,89.62107530475514,6.4374524874831724,294.380288732166,rice,17.69859923158221
94.87801507966826,36.62591740696335,43.708462900246104,28.78676348209566,87.82334990660087,6.501339041589275,206.0243676927921,rice,12.87645743598695
70.8621432501565,48.40356949174394,42.154085760247135,28.02371887421987,87.29161757458995,6.261158657168417,261.13253269208735,rice,16.377799518301753
61.16878134214403,35.130000187208516,38.41873863677873,27.355792931175998,83.29022070983021,6.930351912842071,264.67848171812193,rice,15.370237211015468
93.72464677323322,52.055079863885226,38.709034633862956,25.461270371286375,85.33980457866164,6.854867034024807,296.23574117938364,rice,19.25894388278991
79.82915532553594,45.00301208182334,41.56525534216365,22.14621726183024,89.91056952369935,6.3959738484458075,270.17954042112405,rice,17.1217709537231
85.48570141346222,51.882473687724335,36.04817999932145,24.66523490939261,81.50927665406304,6.8363751731560525,212.17310887690266,rice,13.841509789207521
90.93218537990523,51.10788936179982,42.50453917983567,21.55739302318602,83.26084000453612,6.874859779097562,231.20251201869863,rice,14.527203259847695
85.33999808087748,53.43738241285318,40.58989595054203,26.58265894875232,83.70905167512475,6.754084693191861,258.98800043143024,rice,15.289292638643673
65.57266843873465,47.63962157291698,40.3617145705866,29.296962431242786,86.68312085181626,6.393519225127578,244.03446047946085,rice,15.935422559640143
71.80808200347695,43.18253179816729,39.26570541481994,29.499136200209296,85.4203783949312,6.517190134982547,255.96478057590085,rice,16.77278280001353
72.9289570904444,56.968677694280466,40.020058405663804,27.41226801379536,82.72034319447376,6.095504625457736,274.8337428609727,rice,17.413829502298892
64.65562684716718,36.07042495036685,44.14080539170273,25.816189469507435,85.27657501705724,6.673475685063397,204.71598110482438,rice,13.946530068209963
75.21180662885345,41.19488533455775,37.479514025749225,27.835878636877254,82.62788713457584,6.05066397299227,221.10211386495263,rice,13.382850263843608
81.06792675454949,38.40135321653793,39.903380951261305,24.42277616533832,85.45612704733416,6.562905512589761,238.48808098588606,rice,16.17658675191803
89.65302159965826,59.58866898354108,42.429159914837456,22.782287206210555,84.0440954934357,6.829852108158536,242.40494307095483,rice,16.85080151816856
88.17526629335006,52.31377289656484,39.29431119345115,27.68663873421583,82.63815029862157,6.406918815912444,284.0406793687134,rice,18.309012982315597
87.22652518399617,38.07166044616166,44.04880255673315,20.917935738947698,84.87900754513208,6.461020562708244,234.45189053447282,rice,15.162504650525168
70.03324256383416,46.62008803896462,40.55552242635163,26.06930948539292,84.62376221945892,6.889208347913893,240.52213813472923,rice,13.956240077039515
68.53708669698239,40.72534601742039,40.50290577926038,29.606053037615318,87.93746199269707,6.316366768877112,225.49738260768345,rice,15.014740125880458
72.32036698010602,48.17105035018068,42.98448882617369,27.698683621425737,87.58355502869401,6.104182959340136,205.19278043877142,rice,13.077887092629906
62.028176724169036,56.39203790663613,40.02666455678113,25.655563086523856,81.19687131368866,6.013228241179226,255.37137047923423,rice,14.75924575118058
73.56787144365974,36.99776361825331,38.05296767401988,22.24526810371841,89.71195162363512,6.933774045822926,276.5690693642742,rice,16.158078894949
75.21530751970599,53.22415884479132,35.540120149100524,24.70234942843942,84.24118334596591,6.93049724976055,227.33791592963686,rice,13.120130942017479
98.28874013429508,36.64251778262403,41.713009944418324,26.06246444138197,81.84146584484822,6.239306951971152,299.58992347034484,rice,17.07580743147431
82.29294747330637,56.309213616500756,39.27636408762792,20.893162191568102,82.80246881807932,6.149372273835083,205.91879234983506,rice,14.151086477963286
60.653949096827674,48.14728283442352,39.10729474223216,29.90766512312254,81.86494140089835,6.207637898731894,242.972323856299,rice,13.264604416738074
67.10938120538543,54.541803880673115,44.52646261891425,24.562715162485382,87.66136680773424,6.146933783345686,287.261460506659,rice,18.5742028046531
81.5302332829151,45.88004482462544,41.8667089148051,24.19092555222134,85.13433467812058,6.07864046247508,210.8981831087532,rice,12.27695648437659
62.469867740251274,39.40845238163503,44.42395824564354,24.246341954860334,87.0764187874004,6.479409685483682,204.66535109399655,rice,11.975631484672258
60.98568796578922,51.302410464804595,36.258616194494174,23.732721953707316,86.74394398914555,6.124142362293416,278.58807137217076,rice,15.1001861725569
63.87192301715785,42.34427869942644,44.24351847855568,28.738754168276046,83.4233005132367,6.997671481704523,237.03763030163714,rice,15.097798586084766
78.85433612499803,37.652270077663246,35.3055559494371,27.609193892297533,83.98716900301658,6.7455046090147786,201.95200805597793,rice,12.947774377912385
64.14697982803142,40.06362036964641,35.193702978531796,27.57962873168976,84.55417486598725,6.200228737860748,241.39010774479692,rice,15.46647726840242
64.30228553287641,39.79665645975901,44.990341458460755,24.404257581365936,83.88758153490588,6.880160185594011,277.18639425385254,rice,16.194193384359284
82.5605765580928,50.418156312828835,38.535704012494634,21.044870799292234,80.06845996668041,6.109625331882248,298.9047195004847,rice,18.095620941179366
94.8068529348596,50.53509679144692,44.97849853481989,27.046027795532694,88.90512825557407,6.5616955874421965,225.6497848848609,rice,14.460965072863395
89.39455106350059,43.001203354444854,43.91815566697704,28.957627139243918,81.07111317271651,6.675645347409704,229.16134743676392,rice,14.514578847552054
76.25100012140432,59.43676940722115,40.36501931279293,23.178716559653424,85.47257723661266,6.095615007795375,208.15450232267256,rice,14.450051209931427
77.30586133541033,57.59539400291199,36.04062651917777,29.972772899317256,84.1960993805213,6.602231155208752,297.7177208876058,rice,19.338516534777156
68.0192006794272,57.63206897515546,42.80402751111141,23.715152177470895,83.92379184032086,6.728173871167075,218.96920309359058,rice,15.089317563749903
90.96273190643993,58.21399422538876,40.884520366429605,25.007499593351096,84.48065201906714,6.9240839538681875,297.3374205559291,rice,18.486651053870006
69.12991454603123,46.6698038457581,36.14868776851102,25.210401696890994,86.55537582904459,6.368948112683929,296.2631761425759,rice,19.188778603823348
62.83729321703652,54.219850199299614,44.446389068426015,23.440233706623022,81.26582219510895,6.146256026934672,243.47381200253125,rice,15.100187083763029
90.60961366928223,35.40706479221912,40.71606348127115,28.040221280963564,80.20507542706785,6.476213985586119,266.34260066576746,rice,16.101647405228267
68.25833360538341,46.935313601397425,38.92432590630124,23.849818203246272,82.60905558987174,6.803998305127665,206.7206906244727,rice,14.119574937782897
93.11316417389432,56.195655027882154,41.39022379048322,24.06948338304103,81.82347504092715,6.575673355314908,210.65920139489782,rice,13.992145447657649
68.19409049514809,39.02186905290484,37.21706179642009,28.18905189453634,89.16791440360448,6.827259672264234,257.73818215521976,rice,15.350185084075584
85.90745670456357,39.136980369584236,37.237569758254004,23.871311580761578,87.38137316242651,6.347100271477387,242.69634023648354,rice,14.582780519291275
71.59616348428989,56.341329257912264,36.25371490004832,25.767568875998318,82.80551594088851,6.562950343761338,218.3612075211498,rice,12.496306858985763
86.34126652346863,54.91361686803525,37.46846720137645,27.062844905480528,85.22827630747102,6.530149397263868,242.83792106822358,rice,16.38598735045142
86.6885888753987,54.06024646987605,35.67305630750563,27.302525495312814,85.48199339241042,6.077979456446155,263.89423527770725,rice,16.74925529116306
64.31468824775905,42.718315102931044,41.17182869307476,20.48337958631982,81.0776927885621,6.26039913028687,239.72604216489643,rice,15.36815970058163
94.717214821847,44.25451594885019,37.321600711800826,26.441285917771346,80.29027816567636,6.180166983755464,224.4131851297055,rice,14.414359253404246
64.71979116759869,45.29653538065462,36.657158735928824,24.170131803227548,83.52357169400614,6.598591496612697,200.17731194181755,rice,12.223014974521368
83.65680917449885,39.16888875733052,44.33258121990737,20.40339527744574,82.01865064020376,6.456047095248596,241.4100032373742,rice,15.839658942851036
95.16755632704655,44.728632723259864,43.49070743976185,25.927144968985843,83.42518552210824,6.581302522247076,203.5827981619593,rice,13.195754868697152
93.55834549243724,54.78453003849505,42.50007474141071,27.204881257622386,84.27960741400561,6.206045754095466,270.145284981356,rice,16.647739100037185
99.45192566683235,44.0625603048545,36.38634597348492,22.057284997747463,80.56670497319635,6.204004688198881,212.22281049390372,rice,13.607975503810602
72.98654665447803,43.58149929588558,40.88762013207473,25.48545544077273,88.8940326453324,6.155510574326608,210.06851273791682,rice,12.138000171316868
95.27595601558755,51.52050915082711,38.92893563278315,27.141623099660972,87.15984822447469,6.9395410110883144,298.4258497676172,rice,17.0250950545598
86.92539859567441,56.315542001724936,43.11009762490413,24.001934482823664,84.79539622342175,6.251357775479549,238.38055478176324,rice,15.5614573283
73.84635752777167,38.345890210777526,44.8684878051372,22.27441649476055,82.16829737771553,6.359836098185904,248.48163054583165,rice,14.743757638368386
81.39719455957987,36.50106251167414,44.999741515166704,24.41432167664125,88.33464488804618,6.393782372271833,276.7720375644875,rice,16.46305349337879
64.45346302300494,44.19945585830235,38.0170080475727,26.502292750327577,85.04367143944481,6.121896392148049,294.5311230111258,rice,15.755176347749304
79.10821473895714,45.27639243885911,44.31183860139634,27.360325935617894,85.75817984336811,6.353902219361109,216.52531218316994,rice,13.590604891948043
68.83557362399824,40.50132586350179,40.23235922235945,21.71190412575336,81.12798162350312,6.2494030135066865,271.77238667689136,rice,16.92529419716572
89.97632399829602,39.389410068612506,39.94313477601718,25.967308869430795,81.64846668743294,6.00774114932097,232.05565946494926,rice,13.609930227196385
72.35081990368322,50.150379265433365,41.039626291599376,26.700811443373652,84.91549557305635,6.202671328107541,280.73455931436365,rice,17.437742105078883
90.94143039568783,42.12950163075791,41.7484313131451,23.807643007590844,80.23298771314981,6.678532248165336,222.46571289864386,rice,14.058047571309874
73.14169363202049,54.080445864281046,38.62565066695598,26.402840144020054,81.05915018607068,6.58544116540996,293.70877219679744,rice,17.79535422257839
97.59973268480458,57.01406678431959,37.61969184309371,23.299043820400914,82.27310532094458,6.570738370474951,284.93230123326754,rice,17.867580266896255
65.65534434321762,49.22556091869333,43.789937211230566,22.19374692237883,81.68548760659364,6.14644285648885,227.41022504277763,rice,13.901696758713106
83.67879480650842,53.7838313745052,38.46604594092373,22.58319346198195,81.48548944545846,6.022957271046965,268.116383586447,rice,15.50801882870047
73.21896074723638,35.14723977611177,43.74836533938775,28.19788279526624,82.41473579994447,6.156093037266066,208.6766154657056,rice,13.673493246029075
79.16132245464684,57.92210518162521,41.89942786887182,23.729419759583962,85.16472653169436,6.452217064900239,295.20916324859206,rice,16.145983752601193
92.43279934237748,57.031861566542126,42.397313342197435,20.34365672448119,81.31065243386739,6.4521558232411875,270.1456988668975,rice,17.262947247961755
94.41509454048716,52.22508273973365,44.6823212455439,27.37862447639604,86.25325418349486,6.972996270777284,283.17784363090453,rice,17.789192985970693
61.266620788833556,43.82568301075766,37.01415769238854,25.755420580740875,88.11331174510265,6.596389376099457,284.8468295100133,rice,16.98251995581026
